feature,missing_count,missing_rate,classification
PREV_REFUSAL_RATE,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CANCELED_RATE,11456,0.053220104340393114,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_CREDIT_TO_APPLICATION_RATIO,12192,0.05663927305499937,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
PREV_APPROVED_CREDIT_TO_APPLICATION_RATIO,12905,0.05995159274727419,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
HAS_PREV_APP_HISTORY,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
FLAG_DAYS_EMPLOYED_SENTINEL,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
EMPLOYMENT_YEARS,38756,0.18004524823815254,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
OWN_CAR_AGE_IS_MISSING,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
HOUSING_AVG_NUMERIC_DATA_AVAILABLE_FLAG,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
BUREAU_REQUEST_DATA_AVAILABLE_FLAG,0,0.0,FROZEN_REFERENCE_OBSERVED_MISSINGNESS_NOT_AUTOMATIC_CONTRACT_FAILURE
