feature,count,missing_count,missing_rate,finite_count,min,max,mean,sample_standard_deviation,quantiles
BUREAU_ANNUITY_MEAN,215257,159480,0.7408818296269111,55777,0.0,27282428.7525,15827.11740920817,177289.1415183903,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 225.0, ""0.50"": 6516.0, ""0.75"": 15144.0, ""0.90"": 29566.197000000004, ""0.95"": 44550.225, ""0.99"": 111547.3199999998}"
BUREAU_ANNUITY_MAX,215257,159480,0.7408818296269111,55777,0.0,57476227.5,33990.27221628987,470569.13584195543,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 450.0, ""0.50"": 12500.01, ""0.75"": 27000.0, ""0.90"": 49500.0, ""0.95"": 74250.0, ""0.99"": 267368.5799999977}"
BUREAU_ENDDATE_AFTER_APPLICATION_COUNT,215257,30836,0.14325201967880255,184421,0.0,30.0,1.9512799518493014,1.8648037303869314,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 1.0, ""0.50"": 2.0, ""0.75"": 3.0, ""0.90"": 4.0, ""0.95"": 6.0, ""0.99"": 8.0}"
BUREAU_ENDDATE_MEAN,215257,32432,0.15066641270667155,182825,-41875.0,31198.0,652.0613258335886,3275.060801281111,"{""0.01"": -2233.19, ""0.05"": -1536.0, ""0.10"": -1199.3333333333333, ""0.25"": -702.2222222222222, ""0.50"": -134.5, ""0.75"": 606.8, ""0.90"": 3055.3515151515153, ""0.95"": 5971.966666666664, ""0.99"": 15245.5}"
BUREAU_ENDDATE_MIN,215257,32432,0.15066641270667155,182825,-42060.0,31198.0,-1033.89734445508,2623.3591308639316,"{""0.01"": -2700.0, ""0.05"": -2561.0, ""0.10"": -2461.0, ""0.25"": -2133.0, ""0.50"": -1267.0, ""0.75"": -449.0, ""0.90"": 185.0, ""0.95"": 731.0, ""0.99"": 3535.7600000000093}"
BUREAU_ENDDATE_MAX,215257,32432,0.15066641270667155,182825,-41875.0,31199.0,4443.410862846985,9360.121117272432,"{""0.01"": -2163.76, ""0.05"": -1072.7999999999993, ""0.10"": -540.5999999999985, ""0.25"": 126.0, ""0.50"": 911.0, ""0.75"": 1684.0, ""0.90"": 27414.0, ""0.95"": 31059.0, ""0.99"": 31171.0}"
BUREAU_FACT_ENDDATE_REPORTED_COUNT,215257,30836,0.14325201967880255,184421,0.0,84.0,3.4889356418195323,3.3812020403552796,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 1.0, ""0.50"": 3.0, ""0.75"": 5.0, ""0.90"": 8.0, ""0.95"": 10.0, ""0.99"": 15.0}"
BUREAU_CONSUMER_CREDIT_COUNT,215257,30836,0.14325201967880255,184421,0.0,86.0,4.0571626875464295,3.496757751942801,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 1.0, ""0.25"": 2.0, ""0.50"": 3.0, ""0.75"": 6.0, ""0.90"": 9.0, ""0.95"": 11.0, ""0.99"": 16.0}"
BUREAU_CREDIT_CARD_COUNT,215257,30836,0.14325201967880255,184421,0.0,22.0,1.3052038542248443,1.5023014839677493,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 1.0, ""0.75"": 2.0, ""0.90"": 3.0, ""0.95"": 4.0, ""0.99"": 7.0}"
BUREAU_CAR_LOAN_COUNT,215257,30836,0.14325201967880255,184421,0.0,8.0,0.09014157823675178,0.34824522075441317,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.0, ""0.90"": 0.0, ""0.95"": 1.0, ""0.99"": 2.0}"
BUREAU_MORTGAGE_COUNT,215257,30836,0.14325201967880255,184421,0.0,13.0,0.059093053394136244,0.25988748059654665,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.0, ""0.90"": 0.0, ""0.95"": 1.0, ""0.99"": 1.0}"
BUREAU_OTHER_CREDIT_COUNT,215257,30836,0.14325201967880255,184421,0.0,44.0,0.04703368922194327,0.48497671820220684,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.0, ""0.90"": 0.0, ""0.95"": 0.0, ""0.99"": 1.0}"
BUREAU_UNIQUE_CREDIT_TYPE_COUNT,215257,30836,0.14325201967880255,184421,1.0,6.0,1.7438632259883635,0.640192446148405,"{""0.01"": 1.0, ""0.05"": 1.0, ""0.10"": 1.0, ""0.25"": 1.0, ""0.50"": 2.0, ""0.75"": 2.0, ""0.90"": 2.0, ""0.95"": 3.0, ""0.99"": 3.0}"
BUREAU_ACTIVE_RATIO,215257,30836,0.14325201967880255,184421,0.0,1.0,0.4132531976651295,0.3077845863096052,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.2, ""0.50"": 0.375, ""0.75"": 0.6, ""0.90"": 1.0, ""0.95"": 1.0, ""0.99"": 1.0}"
BUREAU_OVERDUE_RATIO,215257,30836,0.14325201967880255,184421,0.0,1.0,0.002943401916995026,0.03477797442807468,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.0, ""0.90"": 0.0, ""0.95"": 0.0, ""0.99"": 0.1}"
BUREAU_ANNUITY_MISSING_RATE,215257,30836,0.14325201967880255,184421,0.0,1.0,0.7791842233843037,0.3667947059415152,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.5714285714285714, ""0.50"": 1.0, ""0.75"": 1.0, ""0.90"": 1.0, ""0.95"": 1.0, ""0.99"": 1.0}"
BUREAU_DEBT_MISSING_RATE,215257,30836,0.14325201967880255,184421,0.0,1.0,0.14529782991762288,0.23242493342233297,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.25, ""0.90"": 0.5, ""0.95"": 0.6666666666666667, ""0.99"": 1.0}"
BUREAU_DEBT_TO_CREDIT_RATIO,215257,36882,0.171339375722973,178375,0.0,6.103702127659575,0.32510883501976506,0.3077497913986343,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.2774584874817173, ""0.75"": 0.5512631223875343, ""0.90"": 0.7808250956937799, ""0.95"": 0.8924307491850896, ""0.99"": 1.0}"
PREV_APPLICATION_COUNT,215257,11456,0.053220104340393114,203801,1.0,68.0,4.86339615605419,4.155392436957713,"{""0.01"": 1.0, ""0.05"": 1.0, ""0.10"": 1.0, ""0.25"": 2.0, ""0.50"": 4.0, ""0.75"": 6.0, ""0.90"": 10.0, ""0.95"": 13.0, ""0.99"": 20.0}"
PREV_APPROVED_COUNT,215257,11456,0.053220104340393114,203801,0.0,27.0,3.047673956457525,2.128265314168543,"{""0.01"": 1.0, ""0.05"": 1.0, ""0.10"": 1.0, ""0.25"": 1.0, ""0.50"": 3.0, ""0.75"": 4.0, ""0.90"": 6.0, ""0.95"": 7.0, ""0.99"": 10.0}"
PREV_REFUSED_COUNT,215257,11456,0.053220104340393114,203801,0.0,58.0,0.8461047786811645,1.8204799783876462,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 1.0, ""0.90"": 3.0, ""0.95"": 4.0, ""0.99"": 8.0}"
PREV_CANCELED_COUNT,215257,11456,0.053220104340393114,203801,0.0,52.0,0.8917964092423492,1.6718354671814657,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 1.0, ""0.90"": 3.0, ""0.95"": 4.0, ""0.99"": 7.0}"
PREV_UNUSED_COUNT,215257,11456,0.053220104340393114,203801,0.0,16.0,0.07782101167315175,0.3262611129324074,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.0, ""0.90"": 0.0, ""0.95"": 1.0, ""0.99"": 1.0}"
PREV_APPLICATION_TOTAL,215257,11456,0.053220104340393114,203801,0.0,37973713.5,852875.1567829647,1345615.9867653113,"{""0.01"": 20268.0, ""0.05"": 44343.0, ""0.10"": 68949.0, ""0.25"": 148225.5, ""0.50"": 382099.5, ""0.75"": 1012500.0, ""0.90"": 2128500.0, ""0.95"": 3148542.0, ""0.99"": 6374029.5}"
PREV_APPLICATION_MEAN,215257,11456,0.053220104340393114,203801,0.0,4050000.0,154326.53463396628,154388.25939537535,"{""0.01"": 14056.875, ""0.05"": 27444.375, ""0.10"": 37710.0, ""0.25"": 62005.5, ""0.50"": 105990.0, ""0.75"": 191382.75, ""0.90"": 329500.0, ""0.95"": 441495.0, ""0.99"": 734909.1923076923}"
PREV_APPLICATION_MAX,215257,11456,0.053220104340393114,203801,0.0,5850000.0,375188.70076788147,422123.83451786777,"{""0.01"": 19980.0, ""0.05"": 37471.5, ""0.10"": 53487.0, ""0.25"": 98491.5, ""0.50"": 202500.0, ""0.75"": 454500.0, ""0.90"": 990000.0, ""0.95"": 1282500.0, ""0.99"": 1935000.0}"
PREV_CREDIT_TOTAL,215257,11456,0.053220104340393114,203801,0.0,41461128.0,955642.7853944288,1486895.442587005,"{""0.01"": 21271.5, ""0.05"": 45000.0, ""0.10"": 71730.0, ""0.25"": 157500.0, ""0.50"": 428103.0, ""0.75"": 1163322.0, ""0.90"": 2400178.5, ""0.95"": 3504690.0, ""0.99"": 7002283.5}"
PREV_CREDIT_MEAN,215257,11456,0.053220104340393114,203801,0.0,4050000.0,170410.33706073108,166735.22717694423,"{""0.01"": 16801.5, ""0.05"": 29353.5, ""0.10"": 40277.25, ""0.25"": 66979.8, ""0.50"": 117450.0, ""0.75"": 216552.375, ""0.90"": 365321.25, ""0.95"": 481137.75, ""0.99"": 790830.0}"
PREV_CREDIT_MAX,215257,11456,0.053220104340393114,203801,0.0,4509688.5,414567.16863634135,457775.7935256846,"{""0.01"": 20601.0, ""0.05"": 38335.5, ""0.10"": 54958.5, ""0.25"": 104778.0, ""0.50"": 225000.0, ""0.75"": 551745.0, ""0.90"": 1096020.0, ""0.95"": 1350000.0, ""0.99"": 2070000.0}"
PREV_APPROVED_APPLICATION_TOTAL,215257,11456,0.053220104340393114,203801,0.0,13320000.0,547647.5446011795,689276.888139949,"{""0.01"": 16821.0, ""0.05"": 36900.0, ""0.10"": 58437.0, ""0.25"": 121563.0, ""0.50"": 284391.0, ""0.75"": 692235.0, ""0.90"": 1404315.0, ""0.95"": 1951285.5, ""0.99"": 3260133.0}"
PREV_APPROVED_CREDIT_TOTAL,215257,11456,0.053220104340393114,203801,0.0,10486021.5,615191.1336437014,765549.5349245426,"{""0.01"": 18333.0, ""0.05"": 38416.5, ""0.10"": 60601.5, ""0.25"": 129055.5, ""0.50"": 316440.0, ""0.75"": 803317.5, ""0.90"": 1584454.5, ""0.95"": 2198646.0, ""0.99"": 3569350.5}"
PREV_DOWN_PAYMENT_MEAN,215257,23703,0.11011488592705464,191554,0.0,2025000.0,7104.355530472804,19078.322698146123,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 3375.0, ""0.75"": 8280.0, ""0.90"": 16497.0, ""0.95"": 24444.141750000003, ""0.99"": 58218.350000000064}"
PREV_DOWN_PAYMENT_MAX,215257,23703,0.11011488592705464,191554,0.0,3060045.0,11713.074250629066,29467.140540603265,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 5853.24, ""0.75"": 13500.0, ""0.90"": 26368.650000000052, ""0.95"": 43593.075000000026, ""0.99"": 90000.0}"
PREV_ANNUITY_MEAN,215257,11752,0.05459520480170215,203505,0.0,300425.445,14547.638456059645,10021.360549962326,"{""0.01"": 2712.1572, ""0.05"": 4257.504, ""0.10"": 5351.886, ""0.25"": 7839.259999999999, ""0.50"": 12001.995, ""0.75"": 18349.965, ""0.90"": 26666.864571428574, ""0.95"": 33119.61899999999, ""0.99"": 50042.96999999999}"
PREV_ANNUITY_MAX,215257,11752,0.05459520480170215,203505,0.0,418058.145,23751.323686002797,19175.010298384605,"{""0.01"": 2840.0436, ""0.05"": 4777.0560000000005, ""0.10"": 6419.52, ""0.25"": 10414.08, ""0.50"": 17954.865, ""0.75"": 31544.37, ""0.90"": 48482.64, ""0.95"": 59485.5, ""0.99"": 90058.07879999992}"
PREV_CNT_PAYMENT_MEAN,215257,11752,0.05459520480170215,203505,0.0,72.0,14.53971588194423,8.433017047574452,"{""0.01"": 3.0, ""0.05"": 5.333333333333333, ""0.10"": 6.0, ""0.25"": 9.0, ""0.50"": 12.0, ""0.75"": 18.0, ""0.90"": 25.666666666666668, ""0.95"": 31.5, ""0.99"": 42.0}"
PREV_CNT_PAYMENT_MAX,215257,11752,0.05459520480170215,203505,0.0,84.0,24.123171420849612,16.73170081658777,"{""0.01"": 4.0, ""0.05"": 6.0, ""0.10"": 8.0, ""0.25"": 12.0, ""0.50"": 18.0, ""0.75"": 36.0, ""0.90"": 48.0, ""0.95"": 60.0, ""0.99"": 60.0}"
PREV_REPEATER_COUNT,215257,11456,0.053220104340393114,203801,0.0,67.0,3.5721905191829286,4.179143590859869,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 1.0, ""0.50"": 2.0, ""0.75"": 5.0, ""0.90"": 9.0, ""0.95"": 12.0, ""0.99"": 19.0}"
PREV_NEW_CLIENT_COUNT,215257,11456,0.053220104340393114,203801,0.0,22.0,0.8913891492190912,0.5638909530730459,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 1.0, ""0.50"": 1.0, ""0.75"": 1.0, ""0.90"": 1.0, ""0.95"": 2.0, ""0.99"": 3.0}"
PREV_REFRESHED_CLIENT_COUNT,215257,11456,0.053220104340393114,203801,0.0,28.0,0.3945711748224984,0.8703234865753702,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 1.0, ""0.90"": 1.0, ""0.95"": 2.0, ""0.99"": 4.0}"
PREV_XNA_CLIENT_TYPE_COUNT,215257,11456,0.053220104340393114,203801,0.0,12.0,0.005245312829672082,0.10580298966988956,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.0, ""0.90"": 0.0, ""0.95"": 0.0, ""0.99"": 0.0}"
PREV_CONTRACT_TYPE_NUNIQUE,215257,11456,0.053220104340393114,203801,1.0,4.0,1.8724638250057655,0.7763275051092517,"{""0.01"": 1.0, ""0.05"": 1.0, ""0.10"": 1.0, ""0.25"": 1.0, ""0.50"": 2.0, ""0.75"": 2.0, ""0.90"": 3.0, ""0.95"": 3.0, ""0.99"": 3.0}"
PREV_PRODUCT_COMBINATION_NUNIQUE,215257,11456,0.053220104340393114,203801,1.0,13.0,3.0838415905711947,1.7969612321861403,"{""0.01"": 1.0, ""0.05"": 1.0, ""0.10"": 1.0, ""0.25"": 2.0, ""0.50"": 3.0, ""0.75"": 4.0, ""0.90"": 6.0, ""0.95"": 6.0, ""0.99"": 8.0}"
PREV_MOST_RECENT_DECISION_DAYS,215257,11456,0.053220104340393114,203801,-2922.0,-1.0,-480.49961482033945,540.2475792089379,"{""0.01"": -2589.0, ""0.05"": -1769.0, ""0.10"": -1095.0, ""0.25"": -595.0, ""0.50"": -299.0, ""0.75"": -147.0, ""0.90"": -50.0, ""0.95"": -22.0, ""0.99"": -5.0}"
PREV_OLDEST_DECISION_DAYS,215257,11456,0.053220104340393114,203801,-2922.0,-2.0,-1540.0190774333787,864.4424953072172,"{""0.01"": -2903.0, ""0.05"": -2820.0, ""0.10"": -2712.0, ""0.25"": -2391.0, ""0.50"": -1502.0, ""0.75"": -726.0, ""0.90"": -416.0, ""0.95"": -306.0, ""0.99"": -171.0}"
PREV_AVG_DECISION_DAYS,215257,11456,0.053220104340393114,203801,-2922.0,-2.0,-919.2929130757567,577.633560486565,"{""0.01"": -2634.0, ""0.05"": -2086.4, ""0.10"": -1739.0, ""0.25"": -1245.3333333333333, ""0.50"": -788.7142857142857, ""0.75"": -466.75, ""0.90"": -298.0, ""0.95"": -232.0, ""0.99"": -139.0}"
PREV_FIRST_DUE_DAYS_MEAN,215257,12744,0.05920364959095407,202513,-2891.0,-3.0,-1024.6004233804451,594.7982365703128,"{""0.01"": -2655.0, ""0.05"": -2190.0, ""0.10"": -1839.6583333333333, ""0.25"": -1400.888888888889, ""0.50"": -938.6, ""0.75"": -542.5, ""0.90"": -324.0, ""0.95"": -245.60000000000096, ""0.99"": -138.0}"
PREV_LAST_DUE_DAYS_MEAN,215257,26751,0.12427470419080448,188506,-2889.0,-2.0,-919.2270678062756,593.343234832666,"{""0.01"": -2470.95, ""0.05"": -2071.5, ""0.10"": -1755.125, ""0.25"": -1300.0, ""0.50"": -839.3666666666667, ""0.75"": -438.0, ""0.90"": -207.0, ""0.95"": -116.0, ""0.99"": -26.0}"
PREV_TERMINATION_DAYS_MEAN,215257,28210,0.1310526486943514,187047,-2789.0,-2.0,-906.1142900938191,591.5722640419679,"{""0.01"": -2474.0, ""0.05"": -2069.5, ""0.10"": -1738.5, ""0.25"": -1281.3333333333333, ""0.50"": -821.0, ""0.75"": -428.0, ""0.90"": -202.0, ""0.95"": -113.0, ""0.99"": -25.0}"
PREV_APPROVAL_RATE,215257,11456,0.053220104340393114,203801,0.0,1.0,0.7485710262446834,0.2622313746262524,"{""0.01"": 0.1428571428571428, ""0.05"": 0.2777777777777778, ""0.10"": 0.3571428571428571, ""0.25"": 0.5, ""0.50"": 0.8, ""0.75"": 1.0, ""0.90"": 1.0, ""0.95"": 1.0, ""0.99"": 1.0}"
PREV_REFUSAL_RATE,215257,11456,0.053220104340393114,203801,0.0,1.0,0.11118104673862854,0.18452769707442887,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.2, ""0.90"": 0.4, ""0.95"": 0.5, ""0.99"": 0.7272727272727273}"
PREV_CANCELED_RATE,215257,11456,0.053220104340393114,203801,0.0,1.0,0.12520776394848815,0.18706736094990165,"{""0.01"": 0.0, ""0.05"": 0.0, ""0.10"": 0.0, ""0.25"": 0.0, ""0.50"": 0.0, ""0.75"": 0.25, ""0.90"": 0.4285714285714285, ""0.95"": 0.5, ""0.99"": 0.6666666666666666}"
PREV_CREDIT_TO_APPLICATION_RATIO,215257,12192,0.05663927305499937,203065,0.2,43.54524207011686,1.1536431784894683,0.6958890769962539,"{""0.01"": 0.7, ""0.05"": 0.8688711115345219, ""0.10"": 0.9130679428820851, ""0.25"": 0.995779887346681, ""0.50"": 1.0528094268509292, ""0.75"": 1.1277978882829127, ""0.90"": 1.281520077512177, ""0.95"": 1.6080005299269626, ""0.99"": 3.6591682985923146}"
PREV_APPROVED_CREDIT_TO_APPLICATION_RATIO,215257,12905,0.05995159274727419,202352,0.2,37.39886363636364,1.1573209694854205,0.7180050919596566,"{""0.01"": 0.682123889571845, ""0.05"": 0.85, ""0.10"": 0.9, ""0.25"": 0.99042716593368, ""0.50"": 1.0488608363450183, ""0.75"": 1.1220149577594334, ""0.90"": 1.2828522791892742, ""0.95"": 1.6608837900864315, ""0.99"": 3.9610088095319655}"
EMPLOYMENT_YEARS,215257,38756,0.18004524823815254,176501,-0.0,48.139630390143736,6.533592670707937,6.407926537926083,"{""0.01"": 0.3039014373716632, ""0.05"": 0.5667351129363449, ""0.10"": 0.914442162902122, ""0.25"": 2.0971937029431897, ""0.50"": 4.514715947980835, ""0.75"": 8.695414099931554, ""0.90"": 14.628336755646815, ""0.95"": 19.96167008898015, ""0.99"": 31.03080082135524}"
